country,2024-10-09,2024-10-15,2024-10-21,2024-10-27,2024-11-02,2024-11-08,2024-11-14,2024-11-20,2024-11-26,2024-12-02,2024-12-08,2024-12-14,2024-12-20,2024-12-26,2025-01-01,2025-01-07,2025-01-13,2025-01-19,2025-01-25,2025-01-31,2025-02-06,2025-02-12,2025-02-18,2025-02-24,attacked
South Africa,6,2,5,1,5,3,5,1,5,6,5,5,1,1,2,1,6,1,1,3,5,3,5,4,0
Sudan,2,5,2,6,4,3,1,3,2,6,2,6,6,6,6,1,2,2,6,1,3,1,4,6,0
Tanzania,1,5,6,6,3,1,5,3,3,2,3,1,5,4,5,6,5,4,1,6,1,6,2,5,0
Vietnam,3,3,4,2,1,6,6,3,3,3,5,5,4,5,5,6,1,4,1,4,5,1,2,3,0
Ukraine,4,5,4,2,1,6,2,5,3,4,4,5,2,1,5,2,6,2,5,6,6,5,6,6,0
United Arab Emirates,1,1,5,6,4,2,4,6,3,2,4,4,1,6,2,1,2,5,6,2,1,5,2,1,0
Uzbekistan,1,2,3,5,1,2,5,4,6,2,1,4,1,6,6,4,1,2,5,1,5,6,1,1,0
Zambia,4,6,5,6,6,1,4,4,2,1,4,5,2,5,1,4,6,4,5,6,4,2,5,2,0
Poland,1,3,4,4,1,3,2,3,4,4,1,6,4,3,5,3,2,2,4,3,4,1,2,2,0
Iraq,4,2,5,5,4,5,5,6,2,6,3,4,5,6,5,2,5,4,3,4,1,6,6,1,0
Nigeria,1,3,3,6,5,3,1,3,2,5,6,5,3,5,3,2,1,1,6,3,3,6,5,5,1
Indonesia,2,4,5,5,5,5,4,3,1,5,4,2,2,3,6,5,6,2,4,3,4,6,5,4,0
Iran,6,6,6,4,1,4,3,6,2,4,1,1,2,2,3,3,6,3,6,4,6,6,6,1,0
Albania,1,3,1,3,3,3,6,2,6,3,4,3,5,4,6,3,3,3,2,5,3,2,3,3,0
Andorra,6,3,1,3,6,1,3,4,3,1,1,4,6,5,1,2,2,4,1,2,3,6,4,6,0
Angola,3,1,1,1,5,5,2,6,1,1,2,5,2,5,3,3,2,6,1,5,1,6,5,6,1
Armenia,2,1,5,1,2,5,1,3,3,6,4,4,6,3,4,5,6,3,5,2,1,2,2,2,0
Bahrain,6,5,4,5,5,6,4,4,1,6,4,3,6,1,6,2,6,3,4,3,1,3,2,1,0
Belarus,3,6,4,4,6,4,1,2,4,4,1,4,2,6,3,5,4,5,1,5,2,6,3,5,0
Bosnia and Herzegovina,5,3,2,1,4,1,2,5,5,4,1,6,1,2,4,4,2,3,2,5,1,1,5,1,0
Bulgaria,1,6,5,4,6,1,3,6,2,4,6,6,6,4,4,1,3,4,5,1,2,2,5,3,0
Burundi,2,3,6,5,1,6,1,5,4,6,3,5,4,4,6,4,3,5,2,4,6,3,3,5,0
Madagascar,4,6,5,1,1,3,4,6,2,4,6,6,1,4,1,6,4,3,1,6,4,6,5,1,0
Cape Verde,3,3,1,3,6,6,2,2,5,4,3,1,6,2,1,6,5,5,6,3,4,2,1,6,0
Botswana,4,4,6,5,6,4,4,6,4,6,4,3,5,1,1,5,5,5,2,6,5,3,5,2,0
Hungary,4,2,5,5,6,1,6,4,5,2,2,5,3,6,6,4,5,5,4,4,5,4,2,4,0
Iceland,6,2,6,5,6,4,3,6,3,4,2,1,6,5,4,4,3,5,3,1,3,2,1,2,0
Chad,4,3,6,5,2,3,2,3,1,4,5,1,6,3,2,4,6,1,3,4,3,6,1,6,0
Vatican City,2,5,4,5,1,6,4,1,3,3,5,4,1,3,1,4,2,1,5,5,6,3,2,4,0
Guinea-Bissau,6,2,4,3,1,6,4,6,6,2,3,6,6,1,1,2,1,1,1,6,1,2,5,5,0
Ghana,6,4,1,2,1,4,5,6,6,5,5,3,2,2,6,1,6,2,3,2,3,5,6,3,0
Guinea,1,3,4,6,4,2,6,5,5,3,6,1,3,5,3,4,3,6,3,2,1,5,3,6,0
France,2,4,5,6,5,5,4,3,2,2,6,6,4,1,2,6,6,4,6,1,5,3,6,1,0
Finland,5,2,5,3,4,6,6,2,4,3,4,1,3,5,1,5,3,4,3,5,5,1,1,3,0
Eritrea,4,3,6,6,2,4,1,3,5,5,1,3,5,4,2,1,3,2,1,5,4,2,2,4,0
Equatorial Guinea,6,6,3,4,1,3,4,2,5,3,5,4,5,3,4,4,4,2,6,4,3,6,2,2,0
Germany,6,1,3,4,5,5,2,3,3,2,6,6,4,1,4,5,5,6,1,2,6,3,1,1,0
Mauritania,2,5,4,1,2,3,4,6,2,2,5,5,5,4,3,4,5,2,6,2,2,1,2,2,0
Myanmar,5,2,3,5,5,1,3,1,5,3,3,6,5,2,6,2,4,3,1,4,3,5,6,2,0
Mozambique,4,6,6,5,5,3,1,4,2,5,3,3,2,3,4,5,3,3,5,4,4,4,6,5,0
Mauritius,1,3,4,2,4,2,5,4,5,4,5,2,3,5,5,6,1,1,5,5,1,1,1,1,0
Malta,2,3,3,6,5,4,6,1,4,1,5,2,1,1,3,3,6,1,5,3,2,1,6,1,0
Kenya,5,6,2,4,6,6,3,5,6,6,5,2,4,3,2,6,3,2,1,1,2,3,6,6,0
Malawi,2,2,2,1,1,5,4,3,3,4,3,5,6,3,3,3,1,1,1,2,4,2,6,4,0
Thailand,4,2,2,5,3,2,2,2,3,4,5,5,4,5,1,4,2,1,3,6,3,2,6,5,0
Kuwait,4,3,1,6,2,4,1,6,4,6,2,6,4,3,5,4,3,4,5,3,5,5,3,2,0
Turkey,5,4,4,1,2,5,3,6,3,3,3,3,6,2,4,5,1,1,3,4,4,4,4,5,0
Mali,6,2,2,1,1,6,5,1,2,3,2,3,6,3,1,6,5,1,5,6,4,6,3,6,0
Nigeria,5,3,4,6,5,5,3,3,6,6,6,3,2,1,3,6,1,3,6,1,5,2,5,1,1
Zambia,1,3,1,1,2,5,4,4,4,1,6,2,5,5,3,1,2,5,4,3,3,5,2,3,0
Poland,3,4,5,1,5,3,2,4,3,1,1,5,6,5,3,1,1,4,2,6,5,6,4,6,0
Russia,4,5,1,5,4,5,6,1,3,1,2,5,5,2,1,5,3,5,5,5,3,4,5,6,0
Senegal,3,4,1,5,5,3,3,6,1,5,5,3,6,2,2,1,3,1,6,5,3,5,2,6,0
Slovenia,6,2,2,6,5,5,1,4,3,2,5,3,5,5,5,3,2,3,2,1,4,6,3,3,0
South Africa,2,3,1,6,3,1,3,6,1,5,6,1,3,4,5,2,4,2,5,1,4,5,1,5,0
Sudan,4,5,6,3,3,3,5,6,6,1,1,6,3,4,3,1,6,6,2,4,2,3,4,1,0
Tanzania,4,4,6,5,3,3,4,2,5,2,1,3,3,5,5,2,3,1,2,4,5,4,6,6,0
Vietnam,2,4,3,6,4,2,3,5,6,5,3,2,6,2,1,4,3,3,3,2,4,2,2,5,0
Ukraine,3,5,5,2,5,3,2,5,5,4,6,5,5,4,5,1,6,2,2,5,6,2,6,1,0
United Arab Emirates,1,4,1,2,5,5,1,5,1,1,3,6,6,1,4,2,3,4,5,2,2,5,6,6,0
Uzbekistan,2,2,2,5,2,5,5,4,6,3,1,6,5,6,4,2,4,4,6,3,3,4,4,3,0
Jordan,5,1,3,1,2,2,5,3,3,6,1,6,6,3,6,1,2,2,1,4,6,5,2,2,0
Oman,5,6,6,4,2,1,4,3,3,2,4,5,4,5,4,1,4,2,2,4,2,6,4,2,0
Iraq,4,3,1,3,6,3,5,3,1,4,2,5,5,4,6,4,5,5,4,5,5,2,2,3,0
Cape Verde,1,3,2,3,4,6,5,3,6,6,6,5,6,3,3,2,3,2,3,5,5,2,4,2,0
Indonesia,1,1,3,5,4,2,6,6,6,3,6,4,6,5,3,1,2,4,1,6,3,2,1,6,0
Iran,4,1,2,5,1,5,3,1,6,3,1,1,2,3,3,3,3,4,3,1,6,6,3,1,0
Albania,5,2,1,5,4,6,6,1,4,1,4,1,1,4,1,3,6,5,2,5,3,1,6,4,0
Andorra,4,5,2,1,1,6,3,3,3,5,5,6,6,2,5,3,1,4,3,1,4,3,6,4,0
Angola,1,3,5,6,6,5,4,3,3,4,4,6,6,4,4,4,4,3,3,6,4,6,5,1,1
Armenia,5,4,2,4,4,1,5,5,3,4,6,4,4,1,6,2,1,1,4,6,4,2,3,5,0
Bahrain,1,4,4,1,1,6,2,3,5,5,2,1,1,2,3,2,1,4,5,3,3,2,5,3,0
Belarus,4,2,6,6,4,5,4,4,5,5,5,5,6,4,3,1,6,2,1,1,4,4,5,4,0
Bosnia and Herzegovina,1,6,3,6,1,3,3,4,3,3,4,3,6,6,1,3,6,3,1,5,4,2,2,4,0
Botswana,2,2,4,4,2,1,5,2,5,5,4,6,4,5,3,6,3,3,6,6,6,6,4,4,0
Bulgaria,4,3,3,6,6,4,1,6,5,2,5,5,6,4,3,6,1,2,5,6,2,3,1,6,0
Burundi,4,1,2,4,1,6,3,3,5,5,3,6,1,1,5,5,5,6,5,2,3,2,4,4,0
Madagascar,5,6,6,1,1,4,3,5,2,4,3,5,6,1,1,2,2,6,4,4,1,3,3,3,0
Afghanistan,2,6,3,3,4,2,6,2,3,4,2,2,2,2,2,2,5,3,2,5,4,4,6,6,0
Chad,2,1,3,3,6,6,2,6,5,2,2,4,6,1,5,1,3,1,4,6,1,3,3,6,0
Hungary,4,3,5,2,5,2,2,2,2,3,5,6,1,5,5,5,2,5,3,2,6,5,2,5,0
Vatican City,6,1,2,5,2,6,4,5,1,2,3,1,1,4,4,5,4,1,3,4,2,4,6,1,0
Guinea-Bissau,2,2,3,3,4,5,5,5,6,2,4,5,6,2,6,1,5,3,1,5,5,5,2,5,0
Guinea,1,6,2,2,3,2,2,5,1,1,4,3,1,1,3,1,6,1,1,1,5,2,6,6,0
Ghana,3,4,4,3,3,2,5,5,1,3,1,1,6,4,5,5,5,6,2,5,6,3,1,4,0
Iceland,2,2,2,2,5,4,1,6,4,2,5,1,5,4,2,1,2,5,4,3,4,4,2,5,0
France,4,6,2,6,5,5,2,1,2,4,5,5,1,2,5,4,4,6,1,3,4,4,5,2,0
Finland,4,5,5,6,6,1,6,5,4,1,6,4,6,4,1,6,5,6,3,6,4,6,2,3,0
Eritrea,1,5,6,5,5,4,6,1,5,4,1,4,3,1,6,1,2,5,3,5,2,5,6,3,0
Equatorial Guinea,5,6,1,1,2,1,2,1,4,3,3,4,6,4,3,6,6,6,1,5,5,1,3,1,0
Germany,2,3,2,2,6,4,6,2,4,1,5,4,6,5,6,5,4,2,3,6,4,2,3,3,0
Myanmar,6,4,1,6,6,5,6,5,3,4,3,6,5,3,6,4,5,5,4,6,2,2,6,3,0
Mozambique,4,1,3,5,6,4,4,2,5,1,5,5,3,1,4,3,1,3,6,1,2,6,1,2,0
Mauritius,6,3,5,3,1,3,4,3,3,4,4,6,2,5,1,3,2,6,2,1,2,3,4,4,0
Mauritania,2,4,1,1,4,2,4,5,2,5,2,5,5,5,5,2,3,1,3,5,4,3,4,1,0
Malta,5,3,5,2,3,1,6,2,5,4,5,2,2,1,2,5,5,5,5,2,3,2,2,3,0
Malawi,2,3,1,2,1,6,6,6,4,2,2,1,6,1,4,4,2,5,5,1,6,6,1,4,0
Thailand,3,1,5,1,5,1,1,5,5,2,2,2,4,2,5,5,4,4,5,1,6,1,4,5,0
Kuwait,4,4,2,3,2,3,2,3,2,3,4,3,1,4,1,6,2,1,3,1,4,1,4,4,0
Kenya,1,5,5,6,3,3,3,3,2,6,6,6,1,1,2,3,2,5,2,6,4,1,6,5,0
Turkey,5,3,4,5,4,5,4,4,2,4,1,5,5,5,4,2,2,5,6,3,5,3,1,4,0
Mali,1,1,1,2,6,3,4,6,4,3,1,6,5,2,2,1,2,6,6,6,5,3,2,4,0
Nigeria,3,3,3,4,6,6,3,4,6,6,3,4,3,1,5,2,6,3,4,3,1,5,2,5,1
South Africa,2,2,1,4,6,6,2,1,5,1,2,6,4,2,2,2,3,1,2,3,1,1,3,4,0
Poland,3,3,6,3,1,1,6,5,2,4,2,5,3,5,5,2,4,6,4,3,2,4,4,6,0
Russia,6,4,3,4,2,2,1,5,6,2,4,2,2,1,2,1,3,1,3,4,6,4,4,5,0
Senegal,5,4,3,3,6,4,5,4,5,3,5,4,6,6,4,4,3,4,6,1,6,1,2,3,0
Slovenia,2,6,4,5,4,5,3,4,2,4,3,1,4,2,4,5,3,5,6,6,3,3,3,6,0
Jordan,3,4,4,3,5,5,2,6,1,5,6,4,5,4,3,5,4,6,1,6,3,6,5,3,0
Sudan,5,2,3,5,5,5,5,1,6,3,3,5,3,4,3,2,4,4,5,1,1,6,6,3,0
Tanzania,4,2,3,4,4,1,2,3,6,1,6,5,4,3,2,1,5,5,2,2,2,6,3,1,0
Vietnam,6,6,4,2,6,3,5,4,1,5,3,3,2,6,2,1,6,5,2,4,6,2,1,2,0
Ukraine,4,4,3,3,1,2,5,6,3,5,4,3,5,6,6,1,1,5,2,4,5,2,6,3,0
United Arab Emirates,1,2,2,1,4,1,2,3,2,1,4,5,6,1,1,3,6,6,6,1,5,2,1,1,0
Uzbekistan,4,2,2,1,6,1,2,5,5,2,4,5,6,2,4,6,1,5,4,5,2,1,2,6,0
Oman,4,4,3,2,3,5,2,3,5,5,1,1,1,5,1,6,5,6,5,2,6,3,3,3,0
Iraq,2,6,4,2,4,2,1,4,5,1,1,3,6,4,5,4,4,6,2,5,4,6,1,5,0
Zambia,2,1,4,3,1,4,6,5,5,2,1,1,3,4,2,3,3,2,1,1,6,4,5,5,0
Indonesia,3,5,2,3,3,6,3,4,6,6,4,4,1,6,3,1,4,2,2,6,1,2,2,4,0
Afghanistan,5,6,2,2,6,2,5,6,6,2,2,4,5,4,4,6,2,1,2,3,5,3,5,5,0
Albania,5,5,2,6,3,3,3,6,4,6,6,4,2,4,2,2,4,6,4,5,5,6,4,6,0
Andorra,5,6,1,2,5,5,4,5,6,3,5,1,3,3,2,3,5,1,1,3,4,6,3,1,0
Angola,5,4,6,3,3,2,2,1,1,3,6,5,1,2,6,5,4,2,4,5,2,1,2,1,1
Armenia,3,1,4,4,3,4,5,6,3,5,2,4,6,2,4,3,4,4,5,2,6,1,2,6,0
Bahrain,5,4,3,5,6,6,4,3,3,1,3,5,1,4,2,2,1,5,1,4,1,5,5,6,0
Belarus,2,4,6,1,4,2,5,5,1,1,1,4,5,6,2,6,4,4,1,4,6,3,3,1,0
Bosnia and Herzegovina,5,5,5,1,1,6,1,4,6,1,2,4,5,4,5,6,3,5,6,2,4,1,3,1,0
Botswana,1,5,6,4,6,6,5,1,5,3,3,2,3,3,6,3,1,5,1,5,6,1,3,1,0
Bulgaria,2,4,4,6,2,5,5,4,5,6,6,1,2,2,1,5,1,5,6,4,1,1,4,1,0
Burundi,2,6,5,3,2,4,4,6,2,1,4,4,2,6,5,1,4,5,3,6,2,2,1,4,0
Madagascar,2,4,4,2,2,2,5,6,1,5,2,2,3,4,5,2,6,5,3,3,6,2,3,5,0
Iran,2,4,5,4,1,4,1,2,3,1,6,3,4,4,2,2,4,6,6,4,1,3,1,5,0
Chad,2,5,5,5,2,3,3,1,6,1,3,1,6,3,3,4,2,6,3,6,4,3,2,2,0
Iceland,4,5,5,6,2,6,6,4,6,2,2,2,3,1,6,2,1,3,5,2,4,3,4,1,0
Hungary,5,3,4,3,5,2,5,5,6,6,5,5,1,6,5,6,6,4,3,1,1,6,4,5,0
Vatican City,6,6,1,2,4,4,6,6,4,4,3,3,5,4,6,2,3,6,6,1,1,2,4,6,0
Cape Verde,1,5,1,5,4,4,3,4,6,2,1,5,1,6,6,4,4,5,2,6,3,4,5,4,0
Guinea,6,5,3,6,3,5,4,3,5,2,4,4,2,4,2,5,4,5,5,2,6,1,6,2,0
Guinea-Bissau,6,2,2,4,4,2,1,6,3,5,5,5,1,3,2,3,6,5,5,4,4,5,6,5,0
Germany,2,1,2,6,2,5,3,5,2,6,4,3,1,1,3,4,5,5,1,3,1,2,4,2,0
France,1,5,2,6,6,2,1,3,4,2,1,4,6,4,1,2,5,1,5,4,5,1,3,4,0
Finland,2,1,3,3,5,6,3,6,6,5,6,3,2,6,3,4,1,3,3,3,4,6,1,5,0
Eritrea,5,5,2,3,3,4,3,1,3,4,5,5,1,4,1,4,4,1,1,6,3,5,4,4,0
Equatorial Guinea,1,2,6,3,3,2,6,5,3,2,5,4,1,2,1,3,2,5,4,5,3,1,4,4,0
Ghana,5,6,1,1,6,6,4,3,5,3,4,2,5,6,4,1,6,2,4,6,2,4,6,6,0
Myanmar,4,2,1,4,4,6,6,3,4,3,6,6,4,5,3,2,3,6,3,3,2,3,3,2,0
Mozambique,4,4,4,1,4,5,5,2,4,2,3,3,1,3,1,3,6,1,4,2,2,1,1,6,0
Mauritius,1,2,5,1,3,3,6,2,2,6,1,3,2,4,4,4,1,1,5,3,6,3,5,4,0
Mauritania,5,2,2,1,1,2,2,5,4,1,1,6,5,3,4,6,4,6,6,3,1,2,2,2,0
Kenya,6,3,6,1,4,3,2,6,6,5,6,4,3,3,5,5,3,4,1,4,2,2,1,3,0
Mali,1,6,5,1,2,6,1,1,3,1,4,5,1,4,2,3,5,4,1,4,4,1,5,6,0
Malawi,4,4,6,6,1,6,1,4,1,2,1,4,2,6,1,1,5,6,2,3,2,3,5,6,0
Thailand,6,6,4,4,5,6,5,5,3,1,4,6,3,2,2,3,2,2,2,1,3,4,1,4,0
Kuwait,4,6,5,2,1,5,3,3,3,3,3,4,5,5,3,5,6,3,5,1,4,2,1,2,0
Turkey,1,4,3,3,2,6,6,6,5,2,3,3,1,2,5,6,2,6,1,1,1,5,1,2,0
Malta,4,5,5,6,1,4,4,5,3,4,6,2,3,6,1,2,5,2,3,3,2,5,5,3,0
Nigeria,5,4,4,2,2,1,5,2,2,4,3,4,3,6,3,1,4,3,2,3,4,2,5,5,1
Sudan,2,5,1,2,2,5,3,6,5,3,6,1,6,4,1,5,2,3,3,2,6,3,4,4,0
Poland,4,3,5,4,4,4,3,2,6,6,1,4,2,6,2,1,3,1,1,2,5,6,1,4,0
Russia,5,4,6,6,6,5,4,5,3,6,3,2,6,6,3,4,1,1,4,1,6,1,5,1,0
Senegal,4,4,1,6,4,6,5,2,1,1,5,3,2,2,4,2,4,5,3,4,5,3,5,2,0
Slovenia,1,5,6,3,2,3,5,1,4,3,3,3,6,5,6,6,3,5,4,2,5,4,6,1,0
South Africa,3,3,6,3,5,6,2,6,1,1,5,5,3,2,1,3,3,4,1,2,5,4,2,2,0
Tanzania,3,4,1,2,1,3,3,5,1,5,6,3,1,4,1,6,3,1,4,5,4,2,2,6,0
Vietnam,5,2,3,4,4,4,2,3,4,4,3,2,4,6,4,6,4,2,5,1,5,1,3,4,0
Ukraine,1,5,2,4,5,1,6,6,4,2,5,1,6,5,5,6,6,2,3,5,6,5,6,5,0
United Arab Emirates,4,6,2,2,2,2,1,6,3,6,1,3,4,1,6,1,3,6,5,5,3,4,1,2,0
Uzbekistan,1,5,3,5,4,5,1,3,2,2,6,2,6,4,2,6,3,6,2,2,3,6,1,6,0
Zambia,2,5,4,1,6,6,6,4,1,3,6,2,2,4,2,4,4,1,1,6,6,6,2,4,0
Jordan,5,1,5,3,4,1,1,4,1,4,2,6,6,1,2,3,4,2,4,1,5,1,5,4,0
Oman,1,2,6,2,3,1,6,3,4,6,5,2,3,5,3,6,6,2,6,3,5,3,5,2,0
Iraq,1,6,3,4,5,4,4,2,6,4,1,2,4,2,2,4,5,5,4,4,2,2,4,5,0
Iran,3,3,5,6,4,5,4,5,2,5,2,5,3,3,5,2,2,3,3,1,5,6,4,5,0
Indonesia,5,4,4,2,1,1,5,3,6,2,1,4,3,1,4,5,2,3,3,2,2,6,5,2,0
Afghanistan,2,6,6,3,3,5,3,3,5,2,2,2,4,5,3,4,5,4,5,6,1,1,5,5,0
Albania,3,6,4,1,1,6,6,1,6,4,4,4,2,3,2,2,4,6,3,4,3,2,1,1,0
Andorra,6,2,1,2,4,3,6,2,5,3,1,5,1,4,4,6,2,3,3,5,3,5,2,5,0
Angola,1,5,1,3,5,3,3,6,5,3,6,2,2,2,5,1,1,2,1,4,5,2,5,5,1
Armenia,2,4,3,4,2,6,5,1,4,6,3,4,1,6,3,6,5,5,6,6,1,4,6,3,0
Bahrain,6,6,2,3,3,2,2,3,3,3,2,4,5,3,3,5,3,3,4,5,6,6,5,4,0
Belarus,2,6,1,2,6,1,1,4,1,5,4,3,3,5,4,6,1,6,5,3,4,2,1,1,0
Botswana,5,6,5,4,5,4,3,3,6,2,5,1,3,1,1,5,4,6,5,2,1,3,2,1,0
Bulgaria,5,4,5,5,4,2,6,6,6,5,1,3,3,4,2,4,6,4,5,3,2,1,5,1,0
Burundi,2,2,6,3,2,5,6,1,3,2,5,1,2,1,3,4,2,6,1,5,5,4,5,5,0
Madagascar,5,5,5,1,3,3,4,5,2,6,1,1,6,1,3,1,2,1,1,2,5,1,4,6,0
Cape Verde,3,3,3,4,1,5,6,3,4,6,6,6,5,2,5,4,4,4,1,2,6,3,4,3,0
Bosnia and Herzegovina,2,6,3,4,4,4,5,6,1,5,2,6,6,6,6,3,3,5,3,2,6,4,2,2,0
Equatorial Guinea,5,2,2,6,3,1,6,1,5,3,4,2,5,5,4,6,2,3,3,6,2,4,1,5,0
Chad,5,4,2,1,1,3,6,3,4,6,4,4,1,6,1,4,3,1,6,4,3,1,2,3,0
Hungary,2,1,2,3,6,2,6,5,2,1,2,2,5,6,3,3,3,1,5,5,6,6,1,4,0
Vatican City,2,1,3,1,5,3,4,3,6,4,2,6,6,3,1,3,6,1,2,5,1,3,6,5,0
Guinea-Bissau,1,3,2,2,4,6,1,5,3,2,2,3,2,3,6,1,2,6,4,6,1,6,4,4,0
Guinea,5,3,2,3,4,3,6,4,3,1,2,6,4,3,5,2,3,4,6,6,5,2,5,4,0
Iceland,1,3,3,1,4,1,2,2,2,6,4,4,1,6,4,6,5,6,3,6,4,3,6,4,0
Germany,3,3,4,3,2,5,2,4,1,1,3,4,1,1,6,4,1,1,1,4,4,1,4,5,0
France,1,5,4,1,5,2,5,6,3,6,5,1,1,4,6,1,6,2,4,1,5,6,1,5,0
Finland,3,1,5,5,3,2,2,6,3,4,5,4,2,4,3,2,2,6,4,3,4,3,3,2,0
Eritrea,2,3,1,1,6,1,5,6,3,3,3,5,3,4,2,6,4,2,4,5,6,3,4,1,0
Ghana,2,1,1,5,5,6,1,3,3,4,4,4,3,1,5,2,4,5,4,3,3,3,6,6,0
Myanmar,2,5,1,6,1,5,2,2,5,6,2,3,6,3,6,6,2,6,5,3,3,3,3,2,0
Mozambique,1,4,1,3,5,6,6,2,1,3,5,5,1,2,5,5,2,2,3,2,1,3,3,5,0
Mauritius,5,6,1,2,4,4,3,6,2,5,4,2,1,1,5,2,5,2,5,2,5,5,2,2,0
Mauritania,1,1,3,2,5,1,1,5,4,5,5,1,2,3,2,6,3,1,1,1,5,4,3,4,0
Malta,5,6,3,6,3,1,1,2,5,3,6,3,5,6,4,5,1,3,2,2,2,6,4,3,0
Malawi,3,6,2,2,1,1,2,6,1,5,3,3,4,5,2,5,6,4,5,1,6,4,6,4,0
Thailand,3,5,2,4,6,6,1,2,3,4,6,2,1,5,1,3,1,6,3,5,6,4,2,4,0
Kuwait,2,3,3,6,5,5,3,5,3,4,1,5,6,2,4,6,5,2,3,6,3,4,3,4,0
Kenya,1,1,6,2,1,6,4,5,2,4,1,6,6,5,4,6,1,3,6,5,4,3,3,6,0
Turkey,6,4,6,4,1,5,5,6,4,1,2,2,4,2,2,4,3,6,4,3,1,4,6,4,0
Mali,1,4,6,3,3,4,1,5,3,4,2,6,4,6,3,2,2,1,5,2,2,5,2,6,0
Zambia,3,4,4,3,4,2,1,3,2,2,6,4,5,2,2,6,4,4,3,2,4,1,4,2,0
Uzbekistan,3,6,5,3,4,1,5,2,5,1,5,6,3,6,5,6,6,6,6,4,1,1,3,6,0
Oman,2,4,5,1,3,1,6,6,2,4,4,3,4,4,6,1,4,2,2,2,5,5,5,2,0
Poland,2,4,5,3,2,6,2,1,2,2,3,3,2,6,5,2,1,5,3,4,5,2,4,4,0
Russia,4,3,1,6,5,2,3,4,1,5,6,2,2,3,4,1,3,2,4,3,4,6,6,6,0
Senegal,1,3,5,3,6,6,6,6,5,5,2,4,4,5,6,2,3,2,2,3,5,5,3,6,0
Slovenia,5,4,2,6,3,6,2,2,3,1,5,3,4,3,6,5,2,3,2,4,6,5,6,1,0
South Africa,3,2,3,4,4,2,5,6,2,4,1,3,5,6,4,4,1,1,1,1,5,6,6,4,0
Sudan,2,3,3,1,1,6,6,1,3,5,2,4,2,4,5,2,1,3,5,1,4,4,6,6,0
Tanzania,6,2,1,1,2,6,4,2,3,1,1,2,3,5,6,2,3,5,6,4,3,2,3,6,0
Vietnam,3,2,6,6,3,1,5,2,2,1,2,6,2,4,2,3,2,3,2,6,5,6,3,5,0
Ukraine,5,4,1,3,1,3,2,2,6,4,6,5,3,5,6,5,4,3,4,4,3,3,3,3,0
United Arab Emirates,3,4,3,5,2,2,5,6,1,6,4,5,2,3,2,2,3,4,4,2,1,2,6,3,0
Jordan,6,2,6,2,4,2,3,6,5,1,2,6,2,1,2,4,2,6,2,1,4,6,2,4,0
Nigeria,4,6,5,6,5,4,3,5,6,1,2,6,4,4,3,5,5,3,2,3,1,2,2,6,1
Iraq,3,6,5,3,6,1,2,5,3,4,2,6,5,2,6,6,1,5,5,3,2,6,1,2,0
Chad,2,2,6,4,6,4,3,5,6,5,3,4,4,5,3,4,5,1,3,1,6,3,1,1,0
Indonesia,5,6,1,3,3,4,4,5,5,2,2,3,3,2,4,3,6,5,1,3,6,3,4,2,0
